lat_deg,lon_deg
3.01776271,30.936709
3.01776823,30.93486536
3.02169823,30.93333807
3.03095618,30.93795212
3.01606427,30.93739569
3.02522074,30.94094878
3.02352669,30.94393778
0.184756667,30.60553333
3.05140666,30.91426031
3.07188936,30.99183754
3.06866034,31.00080166
3.06436055,30.98850584
3.0742229,30.94500168
3.06791429,30.96495305
3.08158804,30.94321577
3.07584148,30.96387675
3.08959437,30.95503644
3.07874515,30.95520108
3.08996614,30.95559336
0.163815,30.50303833
3.07334019,30.95610178
3.08956679,30.95480265
3.07326445,30.95903392
3.06782901,30.97713097
3.07388484,30.98087906
3.05474329,30.97088683
3.0605878,30.97287248
3.100739,30.93482345
0.362469165,30.42461032
3.08743284,30.94536308
3.04782823,30.93856762
0.376441667,30.40678833
3.06410957,30.93761019
3.06407647,30.93919315
3.06017271,30.93089948
3.06749029,30.93725296
3.06694003,30.93790156
3.06194783,30.94182337
3.06816537,30.94037249
3.06141157,30.93568172
3.06355465,30.93584849
3.06181863,30.92182176
-0.127996667,30.39230833
3.06754473,30.93269305
3.06135165,30.9280912
3.06022674,30.92613276
3.07086365,30.90080425
3.06322999,30.90383196
3.06933644,30.92884929
3.07437295,30.91528609
3.07270196,30.93463477
3.09116218,30.91528038
3.08779431,30.92213122
3.00582914,30.96107626
3.04378741,31.06511019
3.01978172,30.97648313
3.0112827,30.93803423
0.301273333,30.46282333
3.00581436,30.93887188
2.99703444,30.91936434
2.98664378,30.9419564
0.666588333,33.27775667
2.99331797,30.92380492
0.655341667,33.33252
2.99268185,30.9363964
2.9946629,30.93694127
-0.126105,30.38856
0.56475371,33.40976768
0.389306667,30.782755
-0.165366667,30.431165
0.290729374,30.45019073
3.02305773,30.95408323
0.091885,30.33284833
3.01627768,30.97863907
3.01543411,30.98203119
3.01641944,30.96743291
2.99374112,30.96120658
3.00100622,30.973514
2.99398683,30.96206048
0.225211667,30.64953
3.02063388,31.03655057
3.01951287,31.03664253
0.129758333,30.376315
3.03953874,30.88802277
3.04778849,30.89487758
-0.06688,30.28519833
0.56484299,33.40984931
0.161239678,30.41158781
-0.100366667,30.39244833
3.04217722,30.88728019
0.408033333,30.44873
3.0423792,30.88884462
0.56159,33.41444
0.384856116,30.43935926
0.252208333,30.44473833
3.03304179,30.88978906
0.8931234,33.35171716
0.293401667,30.45838833
-0.099153333,30.276995
2.99097514,30.89486109
2.98195662,30.89712647
0.158654,30.49055167
2.97993042,30.9107724
2.98800072,30.899588
0.225826667,30.50810833
2.97769504,30.83962701
0.175638333,30.46079667
2.97484481,30.83839161
3.03797585,30.83410358
0.408596667,30.41951667
0.064796667,30.37945333
-0.099166667,30.39469167
0.20231,30.4446
3.00401945,30.88927852
3.01096333,30.88951697
3.0087828,30.88865784
0.133701667,30.49796167
3.01866504,30.89820741
0.121623333,30.42681667
3.00876801,30.88106784
0.659075,33.38665167
0.357693333,30.81588667
0.269698686,30.45520154
2.98902486,30.88682525
0.377865,30.493345
1.6765,31.5062
0.158655,30.49055167
0.06088,30.367025
3.03891085,30.90441868
2.98725533,30.8881146
-0.034121667,30.38086667
0.395263333,30.443805
0.216233201,30.37916783
2.98656028,30.88400624
0.344246965,30.61416431
3.01335077,30.85758756
0.384726667,30.82871333
-0.0449,30.38695
3.00274326,30.85620541
3.01039171,30.86537213
0.75860367,33.27304723
0.36797,30.77477
2.40767,33.4095
2.99692359,30.87134249
0.413938333,30.681705
0.337061667,30.76073
0.413781667,30.690235
3.02943607,30.8630687
3.02616061,30.86170819
0.4183,30.48968833
0.66833912,33.38132578
3.02665832,30.86194103
3.03237419,30.86300897
0.119831667,30.45130167
3.01599855,30.84788814
2.56591,31.09943985
2.55532431,31.14429251
0.424025,30.716475
2.60737436,31.11547213
0.3785,30.71084
2.56570069,31.10460085
0.29702,30.4056
0.422501667,30.74365333
0.386813333,30.66143
0.149181667,30.33957167
2.61803734,31.02346079
0.75934186,33.34805906
2.61660832,31.00050094
0.58125887,33.41373221
2.63673683,31.02988681
2.62460485,31.01412709
2.66874798,31.02074614
0.74636153,33.3596432
2.56799829,31.07510794
2.70100594,31.04120349
2.75564542,30.98715603
0.75867711,33.34733708
2.87510388,31.12577295
2.82604185,31.13207538
2.83480221,31.11997494
2.83549196,31.12152959
2.8979618,31.30809398
-0.176148333,30.42933333
0.296558333,30.46710833
2.91614239,31.32270982
2.94877051,31.27578128
2.91296444,31.31415184
2.91597851,31.30994697
2.97090828,31.32885239
2.95383022,31.36213202
0.404338333,30.446065
2.96993851,31.35139525
0.455273333,30.72410833
0.78571477,33.37455316
2.77221153,31.12536239
2.6946666,31.203911
-0.141288333,30.43107833
2.6955948,31.18357838
2.69122637,31.1769667
2.69921597,31.17432012
-0.1502,30.44797667
2.68564386,31.27383037
2.69950878,31.2689099
0.194035,30.58753333
0.61856703,33.40446016
2.69801054,31.24580134
0.69831889,33.26549506
2.69042684,31.17445012
2.68279582,31.28699037
2.69484513,31.26434831
2.68398091,31.23045358
2.68738798,31.1620727
2.68694778,31.15800001
0.411604411,30.47759401
2.63903767,31.18635889
2.6395163,31.18593558
0.375593333,30.412495
2.65621417,31.11140655
0.095096225,30.41509105
0.402883333,30.411075
2.61128969,31.12754146
0.288076667,30.595945
2.73009972,31.18857159
2.74162615,31.19861689
2.74246857,31.223651
0.421875,30.69659667
0.21488,30.44387333
2.89307765,31.12444848
0.042771667,30.36779667
2.94480298,31.17002441
2.86915811,31.27708044
2.9696974,31.19222628
2.81259371,31.33249274
2.83400508,31.33037563
2.78297477,31.34365955
2.78623977,31.33753039
0.377923333,30.49334
2.79862411,31.33405044
2.80043062,31.33888646
0.298944748,30.62765468
2.95159207,31.38991182
0.260086667,30.664785
2.96448999,31.37887418
2.99504612,31.26610294
2.97159051,31.39214972
2.9740202,31.39627502
2.97130929,31.39155645
2.97115611,31.39193447
2.97486268,31.39107455
0.149888333,30.42474333
2.97648508,31.38123141
-0.070716667,30.27788333
2.97486996,31.38371645
2.97519404,31.39503198
-0.078561667,30.39189
3.01335862,31.21083667
0.161848333,30.44334833
0.00399,30.36375833
3.02670242,31.17654487
-0.119513333,30.310475
3.01499422,31.21015939
-0.03461,30.39451
2.99618305,31.25887831
-0.042276667,30.353565
3.03565561,31.2369035
3.0408298,31.25457049
0.358293333,30.43325
0.418013333,30.48944
3.08336646,31.44558459
-0.053438333,30.39575667
3.05426807,31.42995544
3.10638395,31.39819365
0.072608333,30.45094833
3.04079612,31.38327751
0.158656,30.49055167
0.72972816,33.3142798
0.41061,30.44323
3.03181215,31.40497956
3.02556699,31.42614673
0.158628,30.49055167
2.7590118,31.06479419
0.63807535,33.40819408
2.75968195,31.06543153
-0.049148333,30.30670667
2.74089984,31.0697689
0.138796667,30.48575667
1.02605715,33.35631016
0.181683333,30.45232
0.342453333,30.52207667
0.140781667,30.45134667
0.66873541,33.24645445
3.18101436,31.09319548
3.17280374,31.08320762
0.382896247,30.44551637
-0.084483333,30.25813167
0.396340956,30.47145712
3.21634147,31.00836446
0.808448333,33.31023333
3.21618952,31.0092643
0.303383333,30.615715
3.13688776,31.01497499
3.14124175,31.00812176
3.21916686,31.02450583
3.23559689,31.01597322
0.143653333,30.36369167
3.23902049,31.01436533
3.23615351,31.01856287
0.137358333,30.48161833
-0.148928333,30.42759667
3.19722912,31.02778627
0.257450861,30.63912081
0.243925,30.54702333
3.19101248,31.07743481
3.19669676,31.07578703
0.326015,30.585785
3.19999843,31.08613485
3.20000276,31.05019755
3.18896468,31.09447622
3.18828859,31.09558392
3.16667737,31.02781739
0.132006667,30.50316
3.08273964,31.01609262
0.63803929,33.39856815
3.07303551,31.01961832
0.67034517,33.25274078
-0.0696,30.34128833
3.0780123,31.04609745
3.0809905,31.04797186
0.28546,30.565755
0.353581667,30.42739667
3.07123261,31.0176789
3.06129595,31.01773317
0.33197,30.57099333
3.10085586,31.03852721
0.87364026,33.3445538
3.11291584,31.02797222
3.10919436,31.03477006
3.08933475,31.06199713
0.182965,30.47523167
-0.053871667,30.38858167
0.269343333,30.61286
3.10113846,31.04950908
-0.016793199,30.31976298
0.153046667,30.338285
3.05533688,31.05181398
0.98608427,33.32484455
3.12104011,31.06446687
3.07685352,31.06505986
3.04026823,31.1460751
0.98817889,33.33337815
0.384876667,30.676185
0.369236667,30.530585
3.12299223,30.97796172
3.12481534,30.99504774
3.12389473,30.97711452
-0.178953333,30.42708333
3.12120781,30.97627419
0.376313333,30.43099833
0.144556667,30.48404333
0.133556667,30.49803833
0.150205,30.37012333
3.098529,30.97002151
-0.051065,30.37861
3.10091919,30.97642083
0.196065,30.50765333
3.09844865,30.97055232
0.169373333,30.362165
3.10173574,30.9544825
0.12358,30.45822333
0.293465,30.45849333
3.10736091,30.94598122
3.10649206,30.95015617
-0.105706082,30.24990777
3.10723118,30.9489945
3.10613732,30.95370054
3.15959442,30.99320937
0.351625,30.65709667
0.166689665,30.46290216
3.16056881,31.0061421
-0.070306667,30.31762833
3.16251058,31.00034568
3.15261071,31.00534775
0.232967335,30.58535534
0.669658333,33.34937833
3.14840225,31.00790129
3.18270737,30.99007951
3.13976,30.97124661
-0.102178333,30.34904333
0.78877555,33.34277432
3.12811197,30.96982994
0.291291667,30.45558
1.56157,33.9323
3.15478296,30.95553095
3.11981062,30.93675604
0.130098333,30.375855
3.10816962,30.99015034
3.11186324,30.98317271
3.08902582,30.99333444
3.17527747,31.1807163
3.21777632,31.24710732
3.13524131,31.30085397
3.13468712,31.30483117
3.13613657,31.30640318
0.101266667,30.478265
0.053793333,30.358705
3.15467484,31.289865
3.14353631,31.30793861
3.14709902,31.31333066
3.15300557,31.31975357
3.16573844,31.35348832
3.16489827,31.35402045
3.17062972,31.37554965
3.18004708,31.32128439
3.14871126,31.29278053
3.17582498,31.32748089
3.20388551,31.26232617
3.1403062,31.2629991
3.28652956,31.23231411
0.007641667,30.37648333
3.26753539,31.31348414
3.27100307,31.27358422
-0.080721667,30.332665
0.158624,30.49055167
3.26688262,31.27539071
0.326250465,30.58571974
0.099735,30.36272833
3.34396978,31.17383603
3.33622765,31.16318854
3.30167432,31.15215015
0.251155,30.67781
3.35035058,31.17215968
3.32088869,31.14705817
